"id","title","authors","year","doi","abstract"
"175","Semestre i as an active methodology to modify the teaching-learning process in engineering","Regis-Hernandez, F.; Martinez-Medina, G.; Borjas-Vazquez, H.C.; Olais-Govea, J.M.","2020","10.1109/EDUCON45650.2020.9125372","This article aims to show the design and implementation of a curricular innovation within an academic program of industrial engineering. The innovation relies on actively introducing a training partner, from the productive sector, in the classic teaching-learning process. While the training partner proposes a real problem of your company, a teaching support teamreorganizes the curriculum to replace a full semester of courses with a project that incorporates that problem. Thus, an educational experience is designed where the teaching, learning, and consulting processes merge through a real-world problem. The generated learning environment gives rise to a new paradigm on the ways of building and applying, in real-time, knowledge, disciplinary competencies, and attitudes naturally linked to a workplace. The teaching-learning-consultingtriad, the product of curricular innovation, is the cornerstone of the proposed learning environment, decentralizing the teacher and the school from the classic teaching-learning process. The implementation of this methodology, called Semestre i, significantly improves disciplinary and transversal competences in engineering students, by following the developed evaluation model. © 2020 IEEE."
"176","Peer and Near-Peer Teaching Models in Surgical Education: A Systematic Review","Chai, B.S.; Mah, A.E.; Hossenzadeh, A.; Tang, D.T.","2026","10.1016/j.jsurg.2026.103886","Objectives: To identify what types of models exist for peer teaching in surgery to acquire surgical skills, to summarize the impact of peer teaching models and to discuss their potential implications on competency-based medical education. Design: In this systematic review, MEDLINE, EMBASE, and Web of Science were searched from inception to May 14, 2025. Randomized controlled trials (RCTs), cohort, cross-sectional, and quasi-experimental designs evaluating peer or near-peer teaching for surgical skill acquisition were included. Risk of bias was assessed using Cochrane RoB 2.0, ROBINS-I, and JBI checklists. Setting: Studies were conducted in undergraduate and postgraduate surgical training programs across academic institutions internationally. Participants: Twenty-one studies (12 RCTs, 1 cross-sectional, 1 prospective cohort, 6 pre-post) were included. Participants included medical students and residents serving as learners or peer-teachers. Results: Peer and near-peer instruction improved learner confidence and technical proficiency, with performance outcomes often similar to those observed in faculty-led instruction for basic surgical skills. Workshop (n = 8), classroom (n = 8), and simulation (n = 4) models most commonly targeted suturing, knot-tying, and laparoscopic skills. Effectiveness was greatest when peer-teacher experience matched skill complexity. Resident-led models effectively taught advanced laparoscopic and robotic techniques, whereas medical student tutors were most effective for foundational tasks. Most studies (81%) demonstrated moderate risk of bias, with only 2 assessing teacher outcomes. Conclusion: Peer and near-peer teaching provide an effective approach for surgical skill development, supporting competency-based medical education. Structured alignment of skill complexity with peer-teacher expertise may achieve competency outcomes comparable to faculty instruction while also enhancing learner confidence, teaching competence, and scalability in surgical education. © 2026 The Author(s)"
"177","Precision Learning Through Data Intelligence","Watz, E.; Neubauer, P.; Shires, R.; May, J.","2023","10.1007/978-3-031-34735-1_13","Simulations and learning environments often generate massive amounts of human performance data, which can be a challenge to manage and interpret in a meaningful manner. Lacking a context that provides meaning to data, it exists as information stored on computers, data centers, and cloud infrastructure. With the ever-increasing need to understand and act on learner performance data, there is a growing interest in tools and techniques that can help organizations transform performance data into actionable insights. The assessment of human performance is critical to providing efficient and effective training. Modern training environments, especially live and virtual distributed environments, are rich with data representing multiple modalities and formats. One foundational challenge involves storing this wealth of data in a common format with metadata to support queries and analyses such as predictive models and proficiency tracking necessary to support managed learning over time. This paper presents use cases behind a scalable data lake architecture and considerations for a common human performance assessment data storage method. In addition, lessons learned in storing, managing, and cleaning longitudinal data are presented. These methods provide insights into a data-centric solution that offers scalability, flexibility, maintainability, and usability. Within a precision learning ecosystem, interoperability between applications can be achieved through proper application of software design methods and architectures, as well as information exchange based on established standards for data exchange. To effectively realize a precision approach to learning and training competency-based assessments, organizations need to be able to collect, integrate, and share performance data in a way that is both efficient and effective. This includes the use of enterprise-level tools and systems that can handle the scale and complexity of the data while also providing the necessary analytics and reporting capabilities. These solutions must be able to convert and present performance data in ways that are meaningful and actionable, such as by visualizing data in charts and graphs, or using advanced analytics techniques to uncover deeper insights into learner performance. This paper explores software architectures that enable rich data exchange and interoperability in a learning and training ecosystem and paper includes lessons learned from integrating modeling and simulation applications with cloud-native, big data handling tools. Precision learning and training systems that fuse multiple data sources to predict current proficiency and future training needs are essential to managing localized and longitudinal learning goals for individuals, teams, and teams of team. This is the foundation for adaptive proficiency-based training that improves training efficiency and effectiveness. One approach to leveraging performance data to inform proficiency-based training is through the use of competency-based assessments. The process of defining competencies is known as knowledge engineering and involves defining the specific skills and knowledge required for a particular role or task, then measuring an individual's performance against these defined competencies. By capturing and analyzing data on competency-based performance, organizations gain valuable insights into the strengths and weaknesses of their workforce, which can be used to inform training and development initiatives. This paper addresses the needs and data tagging requirements that enable robust capture and processing of learner performance. These metadata are shown as key enablers to unlocking actionable insights from information that began as purely data. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG."
"178","Introduction to Programming with Micro:Bit by Solving Real-Life Problems: Evaluation of Learners' Self-Efficacy","Katanosaka, T.; Ferdous Khan, M.F.; Sakamura, K.","2025","10.1109/ICCT-Pacific63901.2025.11012809","The significance of learning computational thinking has been increasingly recognized, especially with the rapid developments in AI and IoT. Children, in particular, are entering a world where these technologies are widely used in daily life. This backdrop underscores the need for educational materials that allow children to easily learn programming using relatable themes so that they can make best use of these technologies. In this study, we developed educational materials using micro:bit and a temperature/humidity sensor to create a heat index measurement program for heatstroke prevention. This process allows learners to address a significant real-life issue in Japan-heatstroke. A preliminary evaluation was conducted with 57 participants. The results indicated that engaging with programming through the lens of real-life problems can enhance learners' self-efficacy.  © 2025 IEEE."
"179","Training and assessment for colorectal surgery and appendicectomy– a systematic review","Hertz, P.; Rattenborg, S.; Haug, T.R.; Houlind, K.; Konge, L.; Bjerrum, F.","2024","10.1111/codi.16905","Aim: There is currently an increased focus on competency-based training, in which training and assessment play a crucial role. The aim of this systematic review is to create an overview of hands-on training methods and assessment tools for appendicectomy and colon and rectal surgery procedures using either an open, laparoscopic or robot-assisted approach. Method: A systematic review of Medline, Embase, Cochrane and Scopus databases was conducted following the PRISMA guidelines. We conducted the last search on 9 March 2023. All published papers describing hands-on training, evaluation of performance data and development of assessment tools were eligible. The quality of studies and the validity evidence of assessment tools are reported. Results: Fifty-one studies were identified. Laparoscopic assessment tools are abundant, but the literature still lacks good-quality assessment tools for open appendicectomy, robotic colectomy and open rectal surgery. Overall, there is a lack of discussion regarding the establishment of pass/fail standards and the consequences of assessment. Virtual reality simulation is used more for appendicectomy than colorectal procedures. Only a few of the studies investigating training were of acceptable quality. There is a need for high-quality studies in open and robotic-assisted colon surgery and all approaches to rectal surgery. Conclusion: This review provides an overview of current training methods and assessment tools and identifies where more research is needed based on the quality of the studies and the current validity evidence. © 2024 The Authors. Colorectal Disease published by John Wiley & Sons Ltd on behalf of Association of Coloproctology of Great Britain and Ireland."
"180","Modified team-based and blended learning perception: a cohort study among medical students at King Saud University","Albarrak, A.I.; Zakaria, N.; Almulhem, J.; Khan, S.A.; Karim, N.A.","2021","10.1186/s12909-021-02639-2","Background & Objective: Medical schools have evolved toward competency-based education and active learner-centered strategies. Medical informatics course was introduced in 2011 in the 3rd year at the College of Medicine (CoM), King Saud University (KSU), to enhance future medical graduates with technological and information competencies. Modified team-based learning and blended learning were emphasized using face-to-face lectures, various e-learning technologies, workshop and seminars. The current study’s main objective was to assess students’ perceptions towards blended and modified team-based learning at the CoM in KSU. Methods: A survey was distributed to medical students in three consecutive years: 2017–2019. The survey contains items regarding student perception of various types of blended learning techniques applied in the course. The survey was administered using i-Clicker; an interactive device that enables students to answer survey questions. Descriptive statistics were used to examine the perception of students on these blended learning dimensions investigated. Results: Seven-hundred and one student responded to the questionnaire (male; 69.5%, female 30.5%). Out of which, 59.1% of students found team interactions positively supported discussions and asked questions freely, and 48.1% expressed that working in groups facilitated their learning process. However, 56.0% of students chose face-to-face lectures as the most preferred class activities followed by discussion 23.8%. More than 78% of participants agree that online quizzes are good experience and enjoyable. Grade center where students can check for marks and attendance also received high perception (66.3%). Conclusion: Introducing modified team-based and blended-learning are considered challenging, and therefore, investigating their perceptions can provide useful insights into how these methods could be used more effectively. The blended-learning technique is highly essential in teaching medical informatics to overcome challenges faced due to a large number of students and the need for various exposures to reach the course’s learning goals. Moreover, it is noticed that students were engaged in face-to-face and online activities, furthermore, modified team-based learning reported facilitating learning and asking questions without embarrassment. © 2021, The Author(s)."
"181","The Evolution of Colorectal Surgery Training","Dharmadhikari, S.; Galandiuk, S.; Simon, H.","2025","10.1055/s-0045-1813660","From its origins in the late 1800s, colon and rectal surgery has evolved from itinerant practitioners to a highly specialized surgical discipline. We highlight the historical development and the current state of the colorectal surgery training programs. The American Proctologic Society (APS) was founded by Joseph M. Mathews in 1899 that catalyzed the formation of early training programs in University of Minnesota (1916) and Mayo Clinic (1919). The American Board of Colon and Rectal Surgery (ABCRS) was recognized as the eighteenth medical specialty board in 1949. Formal accreditation of the programs began in 1975, with the Accreditation Council of Graduate Medical Education (ACGME) gradually implementing standardized curricula and competency-based training milestones. The National Residency Match Program (NRMP) and Electronic Residency Application Service (ERAS) adopted in 1984 and 2003, respectively, further streamlined the application process. Training innovations like the laparoscopic education committees (1997) and robotic surgery programs (2010) bear testament to the dedication of the program directors to continually advance this field. With a structured curriculum, rigorous examinations, and a plethora of study resources, this specialty has evolved from informal apprenticeships to competency-based residency programs. Current challenges include grade inflation in evaluation, a 67% match rate (2024) despite program expansion, adapting to evolving trends in medical and surgical care, and mastering new surgical techniques in a limited amount of time. The collaboration between governing bodies ensures high-quality training standards for the colon and rectal surgeons of the future. © 2025. Thieme. All rights reserved."
"182","Sustainable language learning and ePortfolio application","Polyakova, O.","2024","10.1515/cercles-2023-0022","Adapting engineering education to a sustainable ESP (English for Special Purposes) training and competence-based education requires dedicated effort. Although active learning methodologies are commonly utilised in Higher Education institutions, there remains a need for enhanced curricular coordination and coherence. To address this, we are investigating the latest syllabus updates by introducing and verifying a valuable and student-friendly tool - an electronic portfolio in English. We view the ePortfolio as a comprehensive platform to facilitate students' academic and professional growth, as well as their development of competences. This quasi-experimental study utilised a pre-/post-training trial design and nonrandomised control group to investigate the implementation of ePortfolios. During the diagnostic assessment, the first questionnaire allowed students to express their ideas regarding their competences, portfolio understanding, ESP and professional growth. The second was used to determine the undergraduates' learning outcomes and perceptions after three months of training. There was a significant increase in learners' support of several types of transversal competences, whereas some other competences appeared to be declining. This indicates that the ePortfolio tool stimulated a fresh process of self-reflection among the students. Our research focuses on examining the creation of the ePortfolio in the context of an ESP course to integrate technical students' reflections on capacity building and advanced professional development in English. © 2024 De Gruyter Mouton. All rights reserved."
"183","Towards an Automatic Approach for Assessing Program Competencies","Chang, X.; Wang, B.; Hui, B.","2022","10.1145/3506860.3506875","Skills analysis is an interdisciplinary area that studies labor market trends and provides recommendations for developing educational standards and re-skilling efforts. We leverage techniques in this area to develop a scalable approach that identifies and evaluates educational competencies. In this work, we developed a skills extraction algorithm that uses natural language processing and machine learning techniques. We evaluated our algorithm on a labeled dataset and found its performance to be competitive with state-of-the-art methods. Using this algorithm, we analyzed student skills, university course syllabi, and online job postings. Our cross-sector analysis provides an initial landscape of skill needs for specific job titles. Additionally, we conducted a within-sector analysis based on programming jobs, computer science curriculum, and undergraduate students. Our findings suggest that students have a variety of hard skills and soft skills, but they are not necessarily the ones that employers want. The data also suggests these courses teach skills that are somewhat different from industry needs, and there is a lack of emphasis on soft skills. These results provide an initial assessment of the program competencies for a computer science program. Future work includes more data gathering, improving the algorithm, and applying our method to assess additional educational programs.  © 2022 ACM."
"184","Lean Six Sigma competency frameworks: evaluating the competencies required for the Lean Six Sigma Black Belt","Salentijn, W.; Lameijer, B.; Antony, J.","2026","10.1108/TQM-10-2025-0573","Purpose – This study aims to describe, synthesize and integrate current Lean Six Sigma competence frameworks to provide a structured metamodel that improves comparability, credibility and application among certification programs. This research rigorously analyzes existing frameworks and aligns them with contemporary competency classification systems to support standardization and adaptation to current industry requirements in the absence of a globally agreed standard. Design/methodology/approach – A strategic literature review identified 27 pertinent competency models, succeeded by a three-round Delphi study with 15 certified Lean Six Sigma Black Belts (LSSBBs). The Delphi study helped us reach expert consensus on the essential competencies and their required proficiency levels, and then position them within the European Qualifications Framework and the Dublin Descriptors. Qualitative data further strengthened the framework's empirical foundation and practical applicability. In particular, participants who finished a competency-based Lean Six Sigma Black Belt exam provided input and more than 200 usable responses were collected. Findings – The findings show that there is a substantial agreement on technical skills like DMAIC, statistical methodologies, and problem-solving. However, there are differences in leadership, experimentation, and belt structures. Practitioner feedback indicated that competence-based evaluations are perceived as more authentic and demanding than multiple-choice tests. The final framework combines technical, methodological and behavioral abilities and has been tested in literature, by experts and by practitioners. Originality/value – This research advances Lean Six Sigma competency management by explicitly framing the Black Belt role through educational competency frameworks, bridging the gap between education, certification and organizational excellence. © Willem Salentijn, Bart Lameijer and Jiju Antony"
"185","Changing Medical School IT to Support Medical Education Transformation","Spickard, A.; Ahmed, T.; Lomis, K.; Johnson, K.; Miller, B.","2016","10.1080/10401334.2015.1107488","Problem: Many medical schools are modifying curricula to reflect the rapidly evolving health care environment, but schools struggle to provide the educational informatics technology (IT) support to make the necessary changes. Often a medical school's IT support for the education mission derives from isolated work units employing separate technologies that are not interoperable. Intervention: We launched a redesigned, tightly integrated, and novel IT infrastructure to support a completely revamped curriculum at the Vanderbilt School of Medicine. This system uses coordinated and interoperable technologies to support new instructional methods, capture students' effort, and manage feedback, allowing the monitoring of students' progress toward specific competency goals across settings and programs. Context: The new undergraduate medical education program at Vanderbilt, entitled Curriculum 2.0, is a competency-based curriculum in which the ultimate goal is medical student advancement based on performance outcomes and personal goals rather than a time-based sequence of courses. IT support was essential in the creation of Curriculum 2.0. In addition to typical learning and curriculum management functions, IT was needed to capture data in the learning workflow for analysis, as well as for informing individual and programmatic success. We aligned people, processes, and technology to provide the IT infrastructure for the organizational transformation. Outcomes: Educational IT personnel were successfully realigned to create the new IT system. The IT infrastructure enabled monitoring of student performance within each competency domain across settings and time via personal student electronic portfolios. Students use aggregated performance data, derived in real time from the portfolio, for mentor-guided performance assessment, and for creation of individual learning goals and plans. Poorly performing students were identified earlier through online communication systems that alert the appropriate instructor or coach of low quiz grades or missed learning goals. Graphical and narrative displays of a student's competency performance across courses and clinical experiences informed high-stake decisions made about student progress by the promotions committee. Similarly, graphical display of aggregate student outcomes provided education leaders with information needed to adjust and improve the curriculum. Lessons Learned: With the alignment of people, processes, and technology, educational IT can facilitate transformational steps in the training of medical students. © 2016 Taylor & Francis Group, LLC."
"186","Competency based assessment in dynamics","De Goede, K.M.","2018","","This paper examines the effectiveness and limitations of implementing a competency-based grading system in Engineering Dynamics. Rather than assessing the students on how well they performed the many skills studied (traditional grading system) students were assessed on how many skills they can do well (competency or mastery-based grading). To earn a passing grade in the competency-based grading system, students demonstrated proficiency on two foundational skills for dynamic analysis. Proficiency required solving a problem in a test environment, assessed as correct or containing only trivial errors. In our curriculum, prerequisites are met with a grade of C-or higher. To earn this grade, students must have further demonstrated competency in two additional skills, determined as required for continued advanced study in dynamics. Students could demonstrate proficiency on additional skills to earn higher grades. Each skill increased the final letter grade by 1/3 of a grade. Comparisons were made using the rate at which students demonstrated proficiency. Competency-based offerings of the course were compared to a similar group of students assessed with a more traditional grading system (2014 offering). In the competency-based courses, >93% of the students demonstrated proficiency on the required skills, compared to 43% in the traditional offerings (Chi-Squared p<0.01). Several aspects of course design can help foster the successful use of the competency-based system of assessment. A structure where the additional skills are not co-dependent for developing competency allows the course to have no more than two independent groups of students. A physical classroom environment conducive to managing parallel groups working on different sets of skills fosters effective use of class time. Students move at different rates, so the instructor must create frequent opportunities to demonstrate competencies. © American Society for Engineering Education, 2018."
"187","Academic approach to transform organisations: One engineer at a time","Juárez, E.; Aldeco-Pérez, R.; Velázquez, J.M.","2020","10.1049/iet-sen.2019.0041","Every year software development industry requires a higher number of trained software engineers who are not only skilled programmers but also talented software projects managers To deliver high-quality software projects, engineers require of the application of sound engineering competencies along with discipline. Obtaining those practices usually require years of experience. Companies are not prepared to invest this time on engineers resulting in a high percentage of deficient projects. Here, the authors present a bachelor-level competency-based approach that develops and evaluates such competencies during a challenge-based learning experience. In this way, the rate of successful projects where software engineers are involved will be higher, as they have obtained the appropriate competencies to deliver such projects. © 2020 Institution of Engineering and Technology. All rights reserved."
"188","Students' grading control and visualisation in competence-based learning approach","Umbleja, K.","2015","10.1109/EDUCON.2015.7095985","This paper analyses how students familiarize themselves and cope with novel competence-based approach to learning in online e-learning environment where the focus is on personal learning. Learners have freedom to mark their own path through the courses without deadlines by choosing themselves what, when and how much they learn. That methodology concentrates on measuring what a person can actually do as a result of learning. In order to have that kind of detailed picture of everyone's abilities, different kind of approach for assessment was developed using automatic algorithms that mimic student's answering process with small repeatable exercises. As every competence is being graded separately with high level of granularity, one definitive final grade requires a more complex aggregation function to be designed. Grades are suggested for students when enough work has been done and on their own discretion they can either accept that result or keep working to achieve a higher grade. As this kind of personalized approach to learning leaves all responsibility of planning to a learner, they have to have a proper overview of their own progress and an access to sufficient data in order to make educated learning decisions. To facilitate that problem five different student's progress visualization tools were offered to students. Their usage, benefits and drawbacks according to students' feedback have been analyzed. The conclusions drawn are that visual tools have helped majority of students to follow their process better than before and every student prefers different kinds of tools depending on their personality. While some students have benefited a lot from the freedoms offered by the system, others had hard time motivating themselves to work and therefore found it to be difficult to complete the course on time. © 2015 IEEE."
"189","Comparing competency assessment in electronics engineering education with and without industry training partner by challenge-based learning oriented to sustainable development goals","Dieck-Assad, G.; Ávila-Ortega, A.; Peña, O.I.G.","2021","10.3390/su131910721","This study assessed the “creation of technological solutions for electronic devices” competencies evaluation when faculty–industry liaison is available. This experience at Tecnológico de Monterrey (TEC) was developed with challenge-based learning provided by the automotive electronics industry addressing subjects oriented toward some objectives of the Sustainable Development Goals (SDGs). The Electronics Engineering faculty and project engineers from automotive electronics and instrumentation companies promote design competencies in college students. This study analyzed the competency performance and outcome results of students who took applied electronics courses for the undergraduate level under the “i-Semester with industrial partner” for one semester and compared results with students that took the course under the traditional program. The competence evaluation was classified into three preliminary domain levels: 1 or low-level, 2 or medium-level, and 3 or high-level. Students were exposed to the conceptual, procedural, and attitudinal contents applied to solve the challenge assigned by the industrial partner. Students with an industrial partner showed a higher engagement, and they were more motivated in learning the subject, compared to students having classes in the traditional way. This study showed that in developing the competency “create technological solutions for electronic devices”, 55 students with an industrial partner obtained higher domain levels than 61 students with the traditional course. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"190","Empowering educators: AI literacy as a catalyst for competency-based health information training","Dolezel, D.; Lambert, E.; Watzlaf, V.; Morton, M.; Lalani, K.; Sand, J.; Marquez, B.; Bailey, M.; Fenton, S.","2026","10.1177/18333583261427155","Background: Artificial intelligence (AI) transforms healthcare data collection, analysis, and application, making AI proficiency a growing necessity across health professions. Objective: This study aimed to examine the influence of demographic factors on AI literacy among Health Information (HI) professionals, identify key knowledge gaps and inform workforce-aligned training recommendations. Method: This mixed-methods study analysed convenience-sampled survey data on AI literacy among HI professionals. Quantitative responses were examined with descriptive statistics, t-tests, Analysis of Variance (ANOVA), Spearman rank-order correlation, linear regression, geospatial analysis and a random forest to examine AI knowledge across demographic groups. The one qualitative open-ended response was analysed with latent Dirichlet allocation (LDA) topic modelling to identify themes. Results: A total of 128 valid responses were analysed, including 22 participants who completed the technical knowledge section and 48 who responded to the open-ended question on AI education. Higher educational attainment and geographic location significantly predicted greater general AI literacy. However, no significant associations were found between AI literacy (general or technical) and age group, possession of non-health informatics credentials or prior AI experience. The cross-validated Random Forest models were assessed with and without oversampling. Accuracy was identical across both models (0.95), indicating that the overall prediction correctness of low versus high AI literacy was not affected by oversampling. The oversampled model had a superior ability to detect the minority class, making it more suitable for imbalanced classification tasks where recall is critical. Conclusion: This study identified several important knowledge gaps on the influence of demographic factors on AI literacy, which informs workforce-aligned training recommendations. These findings underscore the need for competency-based education to strengthen AI readiness within the health information workplace. Implications for health information management practice: The thematic analysis demonstrated the urgent need for AI knowledge, training and literacy for HI professionals and students. Themes from the LDA topic modelling informed the development of AI educational frameworks, structured into domains, subdomains and specific components of educational competencies. With multidisciplinary collaboration and further research, standardised AI core competencies for HI professionals could be created, validated by experts and adopted across educational programs to improve AI literacy in the HI field. © The Author(s) 2026"
"191","Re/upskilling the agricultural labour force: Micro-credentials as innovative LLL strategy","Vidric, V.; Treiber, M.; Paulus, C.; Mayr, M.; Grebner, S.; Mandler, A.","2023","10.21427/BNHC-RF97","Industry 4.0 had a strong impact on globalization by changing the workforce and increasing access to new skills and knowledge. According to the World Economic Forum, by 2025, 50% of all employees will need reskilling due to new technology. Industry 5.0 addresses long term prospects such as sustainability, resilience and human-centricity regarding efficiency and productivity. Agriculture is the most exposed economic sector to climate change with cascade effects on agro ecosystems. Innovations in the agricultural sector are inevitable to ensure food security and social and environmental sustainability. This paper presents two Erasmus+ projects that highlight the importance of future engineering education in the agricultural sector considering change drivers and challenges (e.g., climate change, labour market needs, digitalization, pedagogical approaches, micro-credentials). The goal is to provide holistic competence-based education that helps learners develop sustainability skills for responsible action. Therefore, we combine innovative pedagogic approaches with substantial content, to allow up/reskilling in a short period of time. We consider opportunities and limitations and how comprehensive agricultural engineering courses must be designed to be effective. We present innovative learning approaches in the realm of agricultural engineering and evaluate the efficiency of short courses (6 ECTS), micro credentials. Analysing the experiences of several courses conducted at different European universities in past years, we can conclude that if the right pedagogic methods are paired with substantial content, up/reskilling is possible in a short period of time (6 ECTS). Main beneficiaries are agricultural professionals, who are interested in innovative, remote learning opportunities. © 2023 SEFI 2023 - 51st Annual Conference of the European Society for Engineering Education: Engineering Education for Sustainability, Proceedings. All Rights Reserved."
"192","Software Engineering Competence-Based Learning in Collaborative Virtual Environments","Battaglia, N.; Neil, C.; De Vincenzi, M.","2021","10.1109/EDUNINE51952.2021.9429119","The constant change in learning due to new possibilities provided by emerging technologies makes us think about how effective the traditional method of teaching is. Teaching students how to be competent instead of simply giving them content for their formation might change learning, where not only new graduates will know the content of an area of knowledge but will also apply that content into professional tasks that they experimented through their formation. To boost learning with the use of competences, it is important to use tools and applications, such as Computer-Aided Software Engineering tool (CASE, a type of software tool which is primarily used to design applications), that allow learning anywhere and anytime. It is necessary to use an evaluation method adapted to a competence-based learning, allowing students to comprehend and follow each of the competences, for which we recommend the use of rubrics that facilitate evaluation and self-evaluation.  © 2021 IEEE."
"193","Deconstructing the Tower of Babel: a design method to improve empathy and teamwork competences of informatics students","Blanco, T.; López-Forniés, I.; Zarazaga-Soria, F.J.","2017","10.1007/s10798-015-9348-6","The competence-based education recently launched in Spanish universities presents a set of abilities and skills that are difficult to teach to students in higher and more technologically-oriented grades. In this paper, a teaching intervention that is based on design methodologies is proposed, to upgrade the competitive capacities of computer engineering students. In particular, this intervention targets those aspects relating to working in multidisciplinary teams and to defining requirements based on the user’s empathy and knowledge. The main idea inspiring this technique is that the underlying challenge is a communication problem. As Brooks (1995) states in his book The Mythical Man-Month: Essays on Software Engineering, even a project having all of the prerequisites for success (a clear mission, manpower, materials, time and adequate technology) could fail as a Tower of Babel. The proposed technique through mixed methods has been evaluated with students enrolled in different courses, confirming the repeatability and validity of this method from quantitative measurement, from observation of the results, and from ascertaining the value perceived by students and their attitudes. © 2015, Springer Science+Business Media Dordrecht."
"194","Training Surgical Residents With a Haptic Robotic Central Venous Catheterization Simulator","Pepley, D.F.; Gordon, A.B.; Yovanoff, M.A.; Mirkin, K.A.; Miller, S.R.; Han, D.C.; Moore, J.Z.","2017","10.1016/j.jsurg.2017.06.003","Ojective Ultrasound guided central venous catheterization (CVC) is a common surgical procedure with complication rates ranging from 5 to 21 percent. Training is typically performed using manikins that do not simulate anatomical variations such as obesity and abnormal vessel positioning. The goal of this study was to develop and validate the effectiveness of a new virtual reality and force haptic based simulation platform for CVC of the right internal jugular vein. Design A CVC simulation platform was developed using a haptic robotic arm, 3D position tracker, and computer visualization. The haptic robotic arm simulated needle insertion force that was based on cadaver experiments. The 3D position tracker was used as a mock ultrasound device with realistic visualization on a computer screen. Upon completion of a practice simulation, performance feedback is given to the user through a graphical user interface including scoring factors based on good CVC practice. The effectiveness of the system was evaluated by training 13 first year surgical residents using the virtual reality haptic based training system over a 3 month period. Results The participants’ performance increased from 52% to 96% on the baseline training scenario, approaching the average score of an expert surgeon: 98%. This also resulted in improvement in positive CVC practices including a 61% decrease between final needle tip position and vein center, a decrease in mean insertion attempts from 1.92 to 1.23, and a 12% increase in time spent aspirating the syringe throughout the procedure. Conclusions A virtual reality haptic robotic simulator for CVC was successfully developed. Surgical residents training on the simulation improved to near expert levels after three robotic training sessions. This suggests that this system could act as an effective training device for CVC. © 2017 Association of Program Directors in Surgery"
"195","Energy Standards in Training Programs: International Experiences and Proposals for Vietnam","Chung, D.T.","2025","10.1109/EEE-AM66675.2025.11473808","In the context of energy transition, sustainable development, and deep international integration, integrating energy technical standards into engineering education is essential for Vietnam. This paper examines the role of energy standards in developing a qualified technical workforce, particularly in electricity, renewable energy, and environmental engineering. By synthesizing international experiences from the European Union, Japan, and South Korea, it highlights effective curriculum models and evaluates current policies and practices in Vietnam's technical education. The study identifies major challenges, including the absence of standardized frameworks, limited faculty capacity, weak university-industry-standards linkages, and a lack of competency-based assessment systems. It concludes by proposing key policy and institutional solutions to enhance standard integration in education, contributing to workforce standardization and national competitiveness.  © 2025 IEEE."
"196","Modern management principles come to the dental school","Wataha, J.C.; Mouradian, W.E.; Slayton, R.L.; Sorensen, J.A.; Berg, J.H.","2016","","The University of Washington School of Dentistry may be the first dental school in the nation to apply lean process management principles as a primary tool to re-engineer its operations and curriculum to produce the dentist of the future. The efficiencies realized through re-engineering will better enable the school to remain competitive and viable as a national leader of dental education. Several task forces conducted rigorous value stream analyses in a highly collaborative environment led by the dean of the school. The four areas undergoing evaluation and re-engineering were organizational infrastructure, organizational processes, curriculum, and clinic operations. The new educational model was derived by thoroughly analyzing the current state of dental education in order to design and achieve the closest possible ideal state. As well, the school’s goal was to create a lean, sustainable operational model. This model aims to ensure continued excellence in restorative dental instruction and to serve as a blueprint for other public dental schools seeking financial stability in this era of shrinking state support and rising costs. © 2016 American Dental Education Association. All Rights Reserved."
"197","From dV-Trainer to Real Robotic Console: The Limitations of Robotic Skill Training","Yang, K.; Zhen, H.; Hubert, N.; Perez, M.; Wang, X.H.; Hubert, J.","2017","10.1016/j.jsurg.2017.03.006","Objectives To investigate operators’ performance quality, mental stress, and ergonomic habits through a training curriculum on robotic simulators. Design Forty volunteers without robotic surgery experience were recruited to practice 2 exercises on a dV-Trainer (dVT) for 14 hours. The simulator software (M-scorea) provided an automatic evaluation of the overall score for the surgeons’ performance. Each participant provided a subjective difficulty score (validity to be proven) for each exercise. Their ergonomic habits were evaluated based on the workspace range and armrest load—validated criteria for evaluating the proficiency of using the armrest. They then repeated the same tasks on a da Vinci Surgical Skill Simulator for a final-level test. Their final scores were compared with their initial scores and the scores of 5 experts on the da Vinci Surgical Skill Simulator. Results A total of 14 hours of training on the dVT significantly improved the surgeons’ performance scores to the expert level with a significantly reduced workload, but their ergonomic score was still far from the expert level. Conclusion Sufficient training on the dVT improves novices’ performance, reduces psychological stress, and inculcates better ergonomic habits. Among the evaluated criteria, novices had the most difficulty in achieving expert levels of ergonomic skills. The training benefits of robotic surgery simulators should be determined with quantified variables. The detection of the limitations during robotic training curricula could guide the targeted training and improve the training effect. © 2017"
